tick,time_s,decision,p_x,m_x,s_x,p_v,m_v,s_v,p_a,m_a,s_a,gap_ps,gap_pm,target_x_m_star,target_t_m_star,target_v_star
31,3.1,merge,57.11800492354989,51.42389959482641,43.33213078493731,11.967346521311741,9.314261830176042,6.390498226917643,-2.179966545373616,-2.8322166014162735,-3.5277672026293776,13.785874138612577,5.694105328723481,90.0,9.6,7.0
32,3.2,merge,58.30383555849869,52.34123999019667,43.95370482283631,11.749246095306559,9.033323614003548,6.042640280827087,-2.181174679048472,-2.7855690215430946,-3.428308350277667,14.350130735662383,5.962595568302021,90.0,9.7,7.0
33,3.3000000000000003,merge,59.467838536211644,53.230715647389424,44.54099403764402,11.530681156351159,8.756926685291926,5.704837174963987,-2.189116516279249,-2.741344496003887,-3.326724741384918,14.926844498567625,6.2371228888222205,90.0,9.8,6.0
34,3.4000000000000004,merge,60.60997488343138,54.09286163253117,45.09517717409066,11.312199595886959,8.4875949793428,5.382138819888524,-2.1798903571962573,-2.645228379593237,-3.1279291676958154,15.51479770934072,6.517113250900209,90.0,9.4,7.0
35,3.5,merge,61.7303718440994,54.92852780577194,45.617944611684955,11.096510488521798,8.227071650695379,5.075166244727228,-2.133639648165133,-2.5646425093847904,-3.0105571289134936,16.112427232414447,6.801844038327459,90.0,9.5,7.0
36,3.6,merge,62.82940434874934,55.73852949713412,46.11059922637182,10.884649298985702,7.9741578932599575,4.77985768468776,-2.1030604760747402,-2.492904006391365,-2.8946656422162746,16.718805122377525,7.090874851615226,90.0,9.6,7.0
37,3.7,merge,63.90738102506354,56.523585520495196,46.57429983932558,10.67517393140937,7.7280313987730835,4.4960597789543595,-2.0856815846133214,-2.42877942864861,-2.780359951811523,17.33308118573796,7.383795504568347,90.0,9.7,6.0
38,3.8000000000000003,merge,64.96451843456381,57.2844463179578,47.010387594700184,10.468068267690954,7.491192042928295,4.229499420094091,-2.056042853520484,-2.308330531906299,-2.5521132568830023,17.95413083986363,7.680072116606013,90.0,9.8,6.0
39,3.9000000000000004,merge,66.00107221365529,58.02220006242142,47.420928189488734,10.263294465085155,7.265641709414079,3.9847976209119973,-2.0388164211076,-2.202800033242399,-2.343003836830094,18.580144024166557,7.9788721512338725,90.0,9.4,7.0
40,4.0,merge,67.01732649946432,58.7379073150184,47.80788530399937,10.062978843976293,7.050084212859056,3.756292020949212,-1.967561648474729,-2.107951866180542,-2.226170422161754,19.209441195464947,8.27941918444592,90.0,9.5,7.0
41,4.1000000000000005,merge,68.01386576209505,59.43250753132922,48.17256634149401,9.868607058479098,6.843251693134265,3.5391803760259806,-1.9195249961714302,-2.028061995698566,-2.115079408032294,19.84129942060104,8.58135823076583,90.0,9.600000000000001,7.0
42,4.2,merge,68.99117451462382,60.106801968753544,48.516082620393924,9.678042726141245,6.643754196676276,3.3329073929452084,-1.8910446819509417,-1.9610392125434548,-2.009355874116946,20.475091894229898,8.884372545870278,90.0,9.7,7.0
43,4.3,merge,69.94954134538206,60.76146300755748,48.83949174650051,9.489497866283985,6.4504008056022135,3.136953543470355,-1.8788110266844655,-1.9049920393439386,-1.908659043545183,21.110049598881552,9.188078337824578,90.0,9.8,7.0
44,4.4,merge,70.88909203592738,61.397053078278994,49.1438010241356,9.301498835082187,6.262180336998399,2.950831809980909,-1.8798437017779328,-1.8582153779084984,-1.8126791165412588,21.745291011791778,9.492038957648383,90.0,9.4,7.0
45,4.5,merge,71.8100215565564,62.01420228068534,49.430085630447216,9.118864082332227,6.083020721392548,2.777515399052475,-1.7734923614963578,-1.7251973779578047,-1.6533808472322864,22.37993592610919,9.795819275871068,90.0,9.5,7.0
46,4.6000000000000005,merge,72.7131592774958,62.614055456576644,49.699806520800095,8.94507856150551,5.915819412194464,2.619277094169962,-1.7022004421558974,-1.618604762258046,-1.5109070859738987,23.01335275669571,10.099103820919161,90.0,9.600000000000001,7.0
47,4.7,merge,73.59922444708526,63.19768262826178,49.954390093029986,8.776923060236191,5.7581222096655065,2.47451530101475,-1.6603105986791884,-1.5347193538230655,-1.3836581158179198,23.644834354055277,10.401541818823482,90.0,9.7,7.0
48,4.800000000000001,merge,74.46864171200254,63.76592638603251,50.19511037723819,8.611715235106722,5.607828734593339,2.341782217767955,-1.6427368558359656,-1.47017930248796,-1.2701567096356317,24.27353133476435,10.702715325970026,90.0,9.8,7.0
49,4.9,merge,75.3215920127431,64.31943552833998,50.423103814502696,8.447254430744318,5.463157984188213,2.219771942281597,-1.644925763598658,-1.4219554794431368,-1.16904105315233,24.8984881982404,11.002156484403116,90.0,9.4,7.0
